		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Foxg1	forkhead box G1	6.8	3.0	4.4	17.3	4.0	2.7	6.2	4.7	5.5	3.2	7.3	4.6	1.8	7.8	6.1	9.0	4.4	8.0	7.9	5.5	4.7	27.1	5.3	1.8163463	1.9613705	2.9388385	1.3998516	5.297937	18.245628	5.5503206	2.8291726	39.51417	5.8762817
Gfi1b	growth factor independent 1B	27.8	30.5	29.9	155.9	39.6	38.5	23.3	24.9	25.2	43.4	36.1	70.1	20.2	45.1	23.5	31.2	17.1	30.9	35.9	35.5	23.0	31.4	29.7	30.541616	79.00814	48.581436	37.755882	25.881498	35.604412	50.675434	132.79126	35.236206	107.432625
Gabarapl2	gamma-aminobutyric acid (GABA-A) receptor-associated protein-like 2	1996.5	2277.8	2079.1	2489.7	1994.5	2212.4	1951.3	2139.4	2118.2	2120.3	1878.9	2268.6	2148.6	2646.6	2448.2	2318.0	2192.9	2078.2	2328.0	2411.1	2164.6	2255.5	2389.6	1817.4648	1819.1487	1613.0869	1579.7833	2221.5894	2428.1736	2234.618	2518.2297	2216.5051	2685.7505
Ptpn14	protein tyrosine phosphatase, non-receptor type 14	99.6	168.1	155.2	183.0	170.7	173.4	112.8	137.2	120.5	104.1	113.7	107.0	101.4	134.7	66.1	137.7	195.5	134.4	97.4	138.7	114.4	160.9	103.0	131.18257	100.61252	91.92083	121.955	149.92996	91.512886	107.248024	86.5289	131.09087	135.6474
Mrt4	MRT4, mRNA turnover 4, homolog (S. cerevisiae)	112.4	339.5	264.3	247.1	352.0	452.0	388.4	408.9	415.7	394.8	140.1	319.2	412.8	405.1	191.3	374.0	282.8	130.4	213.9	353.7	460.6	509.5	268.5	401.79446	430.50677	347.841	326.9308	348.02765	294.5493	569.7389	148.70724	329.57965	124.40489
Cnot3	CCR4-NOT transcription complex, subunit 3	410.2	387.0	360.5	441.0	575.1	446.3	415.8	385.4	396.7	330.0	501.5	284.8	129.8	469.2	345.7	380.3	330.3	330.8	364.0	394.6	426.9	423.9	491.1	389.8647	438.14304	441.03256	497.90527	715.90424	427.7053	329.50333	332.50464	301.40973	457.20938
Bnip3l	BCL2/adenovirus E1B interacting protein 3-like	913.2	833.0	798.7	879.9	700.9	762.2	746.9	749.4	787.4	788.0	758.4	1102.6	1481.8	779.3	818.9	727.3	693.0	767.5	778.2	764.1	781.9	787.3	930.9	859.95465	1079.631	895.5155	930.7136	1032.6354	589.8909	766.0875	738.73175	700.13196	666.91705
D0HXS9928E	DNA segment, human DXS9928E	395.1	353.0	383.2	364.1	347.3	396.3	383.6	445.7	337.6	389.2	414.2	373.6	604.0	365.8	448.9	412.4	371.4	472.8	465.5	334.9	362.0	418.4	336.7	328.2231	323.1837	371.6239	486.02618	405.28085	446.07297	430.76593	474.2622	418.87314	353.46423
Nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	56.5	57.4	56.1	64.1	64.7	57.4	61.2	46.1	80.6	60.7	64.7	67.9	91.1	72.1	52.9	55.4	74.9	62.5	54.3	50.5	71.2	38.7	79.1	16.813364	51.916187	77.020355	14.949005	124.81118	80.15653	48.23654	9.429922	78.92973	61.913074
Dna2l	DNA2 DNA replication helicase 2-like (yeast)	91.9	68.2	84.1	90.6	76.2	108.7	116.9	210.7	163.0	142.1	157.4	142.7	271.8	106.3	163.3	140.2	118.9	101.4	119.5	100.9	109.1	153.6	115.7	120.18746	109.10406	100.86723	134.80775	149.1209	110.80617	97.73085	102.29697	151.75487	191.46692
Piga	phosphatidylinositol glycan anchor biosynthesis, class A	79.45	95.85	90.25	110.6	84.65	88.0	125.9	104.25	88.15	77.8	101.0	92.95	132.5	109.4	92.45	108.1	109.9	104.55	107.55	75.85	80.0	96.3	73.7	138.20505	105.43375	85.68102	106.37639	97.77598	92.78468	154.58063	135.99745	83.08298	103.64246
Ccl12	chemokine (C-C motif) ligand 12	18.0	7.2	22.7	23.7	24.7	14.6	62.3	17.3	23.4	14.5	29.4	26.0	8.9	33.8	15.4	19.6	28.4	19.2	19.1	9.9	27.6	18.4	11.4	12.01031	19.993284	59.55364	22.793325	24.073212	22.175117	15.152248	13.673511	14.829974	13.459836
Tsr1	TSR1, 20S rRNA accumulation, homolog (yeast)	231.6	205.5	233.6	204.6	270.7	283.8	349.0	247.4	313.0	223.1	219.2	339.8	277.5	289.4	294.8	230.1	217.9	305.3	230.9	265.8	289.3	292.8	252.9	300.15146	334.4189	290.6373	348.91626	243.34645	250.44667	228.06233	212.82896	253.9648	211.28822
Ctsg	cathepsin G	32.7	12.5	17.1	3.0	4.6	14.5	13.8	16.8	12.2	2.1	27.1	12.5	9.1	22.8	10.9	6.8	1.7	20.3	10.5	10.0	4.4	3.3	25.0	17.273804	10.35902	9.746344	23.269413	20.531818	21.356548	23.963432	25.176105	195.85175	29.391533
2210419D22Rik	RIKEN cDNA 2210419D22 gene	1084.4	841.7	1061.7	1005.0	975.4	735.2	827.4	830.4	672.1	790.5	972.7	761.5	1509.7	668.2	909.9	856.8	799.4	757.3	887.3	1022.9	807.0	815.6	728.2	922.7961	642.8194	787.7452	758.54443	661.6861	841.07434	899.6104	893.56573	1502.0459	952.8532
Vil1	villin 1	3.3	4.7	3.3	3.5	2.3	2.3	5.6	3.1	133.1	4.2	5.9	3.1	2.8	2.1	2.6	2.4	5.4	3.8	4.7	3.5	6.1	2.0	3.7	5.5642214	5.5473967	4.0233064	4.7842007	6.9867516	5.6933584	8.430694	6.787525	12.734063	17.694265
Cyln2	cytoplasmic linker 2	9.1	40.4	13.6	40.1	39.2	16.0	7.5	44.4	13.4	9.0	50.5	12.2	20.4	21.7	5.6	19.8	25.4	8.0	24.1	12.5	36.3	72.5	43.2	17.060982	56.08278	13.54797	12.399592	21.395576	76.11757	145.0481	14.408975	9.121431	51.65959
Gns	glucosamine (N-acetyl)-6-sulfatase	463.9	624.6	629.1	607.85	541.95	634.55	664.15	730.8	611.9	654.3	549.95	455.75	765.85	581.65	731.55	728.35	583.55	601.9	629.7	477.1	542.8	583.8	528.9	692.5875	774.03467	673.1997	778.90247	758.9132	539.1775	516.8649	499.63757	549.51373	521.89954
Cenpk	centromere protein K	55.9	86.9	65.1	68.6	52.3	55.2	71.4	60.5	56.3	12.2	73.5	86.4	82.8	81.8	56.5	73.5	91.9	54.8	91.7	78.3	18.6	66.0	25.8	66.56494	65.15451	61.14038	89.36698	70.414	50.512268	19.596947	57.979042	115.38863	103.83343
Vax2	ventral anterior homeobox containing gene 2	156.3	78.1	106.5	156.6	49.8	44.5	39.9	47.7	133.5	100.4	64.5	55.0	31.7	72.3	167.5	49.4	51.5	145.1	39.5	140.6	73.2	261.2	185.8	120.81098	125.317375	72.878296	70.16701	156.49936	89.848564	147.7638	176.78842	89.22198	62.311535
Ehd1	EH-domain containing 1	223.35	285.95	181.9	218.1	247.1	218.6	217.8	212.75	199.1	187.45	171.1	184.6	52.85	178.65	175.3	183.65	182.0	138.15	151.55	212.25	167.0	173.05	168.4	119.14175	174.70654	165.47305	298.2903	107.69776	145.23116	229.99036	203.60507	214.78343	127.71036
Mrvi1	MRV integration site 1	50.5	78.4	63.3	62.9	34.9	48.6	42.9	63.8	46.6	16.2	43.1	33.4	19.2	53.4	13.4	13.7	116.4	66.6	63.7	23.1	54.5	44.3	19.6	72.44488	68.66087	27.945513	66.11324	102.783875	80.123695	106.135956	15.2716255	22.086699	26.946524
Hoxd11	homeo box D11	21.6	20.1	110.4	164.5	83.1	101.8	33.8	17.2	60.9	22.8	57.7	39.6	12.6	22.1	14.0	36.1	38.7	25.9	156.4	31.8	153.4	158.1	68.4	73.42167	5.0335474	76.49511	25.41009	81.5351	9.333105	29.335659	108.23527	107.67576	23.781797
Pum2	pumilio 2 (Drosophila)	1043.6	872.2	969.0	969.6	965.9	1000.9	961.0	1131.2	1010.9	1016.3	1112.9	1328.9	1277.4	1079.7	1079.6	1062.9	961.0	1261.0	1204.5	1086.9	1140.3	1111.3	1061.7	1183.4482	1222.777	1232.854	1156.7769	1287.2063	633.5117	806.084	849.73926	721.8743	644.7493
Mapk7	mitogen activated protein kinase 7	32.2	28.7	32.3	34.8	32.6	33.0	19.5	34.6	39.4	40.1	45.6	53.2	38.9	37.0	28.9	26.7	27.7	37.7	35.9	47.6	41.2	51.1	37.3	25.749405	27.828627	33.924427	19.023006	36.863804	30.380198	44.786026	23.624928	44.43948	27.31784
Slc35a2	solute carrier family 35 (UDP-galactose transporter), member 2	146.5	148.6	159.7	177.7	131.3	127.2	150.8	108.3	153.6	107.3	210.7	182.5	118.8	120.8	116.2	166.5	121.4	160.4	147.8	141.6	143.4	157.1	117.9	119.91205	110.03076	130.40567	91.50242	95.50001	152.54399	171.49095	160.06587	145.38365	208.05576
Fbs1	fibrosin 1	97.7	109.9	107.9	97.5	151.4	42.8	130.2	211.5	132.7	140.4	183.6	129.6	26.5	133.5	146.0	125.6	135.7	83.9	146.1	116.4	182.1	120.4	93.1	99.21472	107.286316	148.13208	164.31851	158.56386	53.23109	116.59616	138.5488	61.685562	103.84651
Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	458.75	541.9	541.55	498.75	499.95	517.2	467.4	521.6	501.8	511.15	503.5	741.5	721.6	581.85	564.9	557.3	645.4	605.3	587.45	546.05	539.75	476.05	495.1	568.55237	515.5284	522.4892	568.12006	652.6603	590.3018	466.3537	544.1846	620.179	531.8876
Gabra2	gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 2	9.7	19.9	19.7	14.8	18.5	12.3	40.1	41.1	10.9	14.4	66.2	13.9	10.6	20.2	12.9	22.2	19.1	11.9	15.0	13.8	21.4	26.4	70.2	16.901915	9.700432	23.615784	15.906302	30.143604	10.903397	17.697496	39.40197	3.7791784	12.319757
Hoxc8	homeo box C8	150.5	121.5	124.2	180.2	199.9	152.7	160.2	132.1	108.0	111.3	169.7	94.5	81.1	146.6	90.7	145.7	126.7	111.3	153.1	137.4	174.5	146.0	140.0	215.05664	196.86284	161.4216	190.04106	73.11925	71.83453	87.88499	99.11279	132.04526	68.86485
Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	11.3	21.2	24.2	33.0	29.9	52.5	81.0	8.9	19.3	16.6	18.7	15.1	10.5	64.2	16.3	32.2	36.3	37.2	18.2	22.9	22.0	16.6	37.0	56.67628	32.853405	1.5321896	5.92672	5.262054	6.8814087	15.654499	37.504524	11.555454	43.652813
Cnr2	cannabinoid receptor 2 (macrophage)	5.6	11.2	6.8	6.5	4.6	18.5	8.8	25.7	13.3	15.2	14.1	13.9	14.3	29.8	12.8	10.6	13.8	14.0	19.7	23.9	3.8	6.5	4.3	9.03727	83.592285	6.1712804	9.01422	8.268652	11.507342	11.014059	9.296853	18.980017	9.995488
Cyp2j6	cytochrome P450, family 2, subfamily j, polypeptide 6	15.3	3.2	11.3	12.7	3.9	3.6	4.7	1.7	21.9	1.5	5.1	37.7	0.6	5.6	5.5	18.6	6.9	4.5	24.9	4.4	2.4	8.3	2.3	13.283239	28.7111	31.869524	19.823904	7.489639	9.246719	4.8766985	13.653774	8.387615	11.648485
Plxna3	plexin A3	336.3	396.2	385.3	438.9	209.5	350.0	312.6	187.2	339.9	206.5	154.9	241.8	132.9	434.5	199.6	334.9	486.0	149.7	177.2	82.5	337.7	263.7	290.5	275.38965	148.98357	143.3432	188.70444	179.22878	280.23004	314.84344	281.4362	376.46997	346.58435
Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3 F	12.6	8.7	15.9	21.9	17.7	18.6	16.1	10.7	32.7	13.5	46.5	18.5	14.2	10.5	36.9	29.9	11.7	14.4	8.8	17.9	41.3	35.9	16.0	23.400644	21.178274	31.681547	27.121456	73.01624	21.41109	22.24414	18.537584	119.02409	29.996117
Tchh	trichohyalin	0.8	24.4	12.7	12.3	15.5	2.1	14.1	1.0	5.5	17.1	4.4	0.8	14.6	1.0	0.9	2.4	16.2	3.0	0.9	11.1	1.6	21.6	1.0	3.5768728	657.14825	10.495361	42.333763	19.425209	16.6537	0.4930964	14.103168	4.8617225	1.3628912
Hand1	heart and neural crest derivatives expressed transcript 1	158.7	123.55	166.85	180.5	336.9	234.9	162.05	163.7	238.7	203.5	265.2	234.9	157.1	208.25	198.3	197.25	253.2	220.3	288.35	252.2	209.9	149.85	123.2	251.90678	122.42545	135.53407	215.31787	236.82129	59.09308	180.23505	193.93175	242.99559	171.1605
Hand2	heart and neural crest derivatives expressed transcript 2	74.7	18.1	55.0	25.9	41.8	25.4	60.2	54.9	96.8	66.2	71.8	34.0	13.0	17.1	41.5	19.8	26.6	31.1	21.0	19.1	49.0	42.5	101.6	5.79538	7.163829	26.355257	7.9666314	125.6245	16.43103	17.776152	109.76956	26.021221	62.836517
Cxcl10	chemokine (C-X-C motif) ligand 10	82.8	60.3	33.9	49.5	43.0	37.4	66.6	33.5	77.1	29.9	55.1	24.4	63.9	22.9	31.9	99.2	60.9	77.1	85.5	14.0	10.6	57.3	11.4	18.596375	91.3318	24.253162	152.3834	59.00609	37.72549	67.11835	90.68222	156.16301	42.62161
Il4i1	interleukin 4 induced 1	22.0	21.5	29.5	29.5	27.4	27.8	23.0	24.1	29.8	14.0	27.7	31.3	52.4	17.1	39.6	35.0	36.0	23.5	30.2	22.4	75.6	20.0	29.6	25.345404	57.920647	24.36437	14.347308	31.456667	76.53619	40.084785	20.307154	77.44294	16.663733
Nudt19	nudix (nucleoside diphosphate linked moiety X)-type motif 19	1186.0	1506.8	1281.6	1349.2	1379.5	1254.5	1551.3	1596.2	1696.7	1704.1	1629.2	1130.3	2104.4	1482.7	1433.1	1757.1	1581.7	1680.6	1519.5	1176.7	1294.9	1737.1	1342.0	1334.7854	1596.0472	1494.902	1654.9369	1575.8646	1425.1528	1153.239	1253.5762	1437.5431	1224.408
Col17a1	procollagen, type XVII, alpha 1	114.3	135.9	152.3	47.9	51.7	51.6	111.6	65.4	114.6	35.9	35.6	35.8	42.0	39.2	49.4	41.2	92.4	42.7	48.5	127.3	73.0	48.4	56.7	5.6493964	493.71405	425.58752	13.982934	6.1269064	17.515636	31.6352	5.1539116	42.616806	13.723459
Krt77	keratin 77	12.4	8.9	54.3	54.6	41.0	48.6	32.4	28.8	32.5	27.6	45.5	60.4	15.8	46.9	25.6	26.8	55.7	10.5	47.2	34.4	51.1	30.7	32.3	215.52689	3070.6143	4145.9673	190.60239	203.87355	189.99129	183.64938	172.9815	158.08963	341.36288
Socs1	suppressor of cytokine signaling 1	166.8	134.5	136.4	53.5	151.0	107.1	317.5	230.5	184.8	149.5	215.5	60.2	144.2	165.7	187.4	235.8	230.5	200.0	34.6	245.5	218.4	128.0	134.2	183.14902	141.43541	182.80397	167.63657	184.78653	116.043755	168.93864	149.6807	55.72814	268.22928
Ptma	prothymosin alpha	3732.8	3908.2	3052.7	3199.8	2529.8	3382.9	4041.2	3100.5	3396.3	3113.5	2589.1	2624.6	4236.7	3095.1	4013.2	3976.0	3604.3	3660.4	3563.3	1766.1	1844.4	2661.4	2299.0	4342.5713	4033.1294	5410.688	3237.8867	4130.694	2206.463	2345.371	1974.0781	2534.0774	2170.2302
Evx1	even skipped homeotic gene 1 homolog	55.05	20.75	24.45	15.45	21.8	17.0	15.9	16.3	17.1	21.15	22.45	38.4	13.75	25.35	42.9	21.7	26.2	19.3	25.15	20.85	31.05	18.95	21.85	48.94547	31.317904	18.439907	34.287773	17.212284	10.877552	49.94853	19.060068	43.200397	43.008522
Mns1	meiosis-specific nuclear structural protein 1	10.5	5.5	13.2	14.5	6.1	10.5	8.0	5.6	6.6	4.8	14.0	10.0	6.6	9.9	6.3	8.5	14.9	17.0	52.4	11.0	8.8	15.4	10.7	8.2290745	38.63534	6.0635552	22.307266	5.0810943	81.29509	109.02501	20.123466	11.865524	29.118238
Xlr3a	X-linked lymphocyte-regulated 3A///X-linked lymphocyte-regulated 3B	3.1	139.4	142.9	133.1	37.0	27.7	176.0	33.0	31.4	46.1	37.4	13.1	170.2	18.3	218.2	89.6	148.1	25.8	155.2	22.3	90.5	6.9	43.0	20.790976	84.13509	98.700775	54.604954	19.596252	77.11895	20.738094	111.78895	114.27106	59.198795
Neurog2	neurogenin 2	26.8	67.0	52.9	53.2	64.1	33.7	50.5	10.0	11.3	12.2	21.5	36.3	26.7	39.2	17.3	38.4	18.1	57.7	37.5	71.7	63.7	18.4	46.0	65.68196	49.917694	7.993198	32.12757	27.272345	49.672543	124.03402	10.696626	75.46895	19.11287
Tgtp	T-cell specific GTPase	3039.7	1007.6	345.8	202.3	520.5	484.8	2838.8	255.4	736.5	124.4	554.6	100.1	468.0	154.5	221.4	199.9	189.0	162.1	189.0	58.5	26.2	70.0	40.0	452.19193	316.12427	406.77036	538.9783	750.1742	523.83826	376.57846	532.53595	384.1359	261.11972
Rpl19	ribosomal protein L19	7423.0	6708.6	6985.4	6933.7	5870.6	7296.6	6438.5	7858.6	6700.7	7405.3	8999.2	9547.8	8428.0	7521.6	7571.8	6409.9	6425.7	6416.8	6684.9	9586.8	9002.4	8378.5	8697.3	6960.784	7487.0225	6967.127	7257.3354	8701.23	7615.7915	7610.649	7815.963	7413.198	6781.962
Adra1a	adrenergic receptor, alpha 1a	41.8	27.6	41.2	34.8	39.1	49.7	48.8	50.4	50.5	19.6	46.0	29.5	13.1	67.1	45.6	65.1	46.8	43.3	69.3	58.8	17.2	32.8	36.2	26.50296	15.997129	19.83216	66.57042	22.524559	21.74715	30.083809	124.54349	47.044857	54.098152
Rps6ka1	ribosomal protein S6 kinase polypeptide 1	284.85	267.4	301.05	314.2	328.95	294.65	282.95	334.0	312.85	296.05	316.95	270.65	238.25	338.95	265.9	319.35	283.7	265.85	298.9	288.75	322.6	338.15	296.45	362.0232	293.2543	248.0687	323.34912	240.26535	266.7895	300.0792	188.2388	285.29434	287.47348
Lhx6	LIM homeobox protein 6	175.7	115.4	112.9	155.0	223.5	116.7	148.3	150.4	146.8	166.0	108.2	203.6	182.1	177.1	163.8	133.4	195.4	152.8	142.1	168.2	182.2	164.0	91.7	184.9779	117.43651	158.18849	160.89539	143.95477	137.03752	154.42197	151.07257	85.84428	217.3988
H2-Ke6	H2-K region expressed gene 6	717.1	539.45	650.95	684.45	634.3	643.65	559.0	697.75	622.45	655.25	716.2	759.25	542.35	783.2	861.85	638.9	537.6	613.05	657.2	680.5	755.85	837.95	756.4	357.3151	363.09607	386.0826	956.5937	808.48553	745.9839	613.66064	803.44617	788.37585	730.4584
Nr0b1	nuclear receptor subfamily 0, group B, member 1	49.3	37.85	54.8	40.1	58.1	70.1	46.25	27.15	39.85	22.8	35.2	91.7	9.7	81.55	59.35	12.4	40.6	49.35	33.3	58.7	67.55	32.2	64.5	47.540417	44.518257	8.558582	56.1214	6.860025	4.7366395	98.180695	59.63212	55.826283	88.05939
Mocos	molybdenum cofactor sulfurase	269.4	318.1	273.15	311.85	296.95	283.15	218.75	267.6	232.9	224.4	184.0	168.25	207.0	166.8	215.1	238.6	278.45	163.95	210.3	248.4	199.05	233.6	181.75	126.05567	153.14891	210.25757	254.37657	176.29466	331.05627	67.29789	267.77124	179.14629	389.10703
Plk1	polo-like kinase 1 (Drosophila)	138.55	177.525	186.35	145.55	145.35	168.05	142.025	131.55	161.475	130.625	166.525	176.975	148.15	174.375	152.975	154.4	158.55	165.525	127.375	163.125	139.225	153.575	192.7	142.58324	83.516655	131.93774	138.87476	153.84366	109.974174	249.17961	214.98502	183.22978	298.04688
C76628	expressed sequence C76628	92.7	67.7	58.2	93.3	107.5	50.0	89.7	18.1	20.9	18.8	42.6	73.4	19.2	114.7	15.3	82.9	31.1	25.7	102.2	31.8	16.1	48.5	23.5	38.41006	11.386581	50.86508	47.545616	64.641014	55.088253	26.982855	22.6453	58.927086	81.85616
Mgat3	mannoside acetylglucosaminyltransferase 3	18.8	13.6	14.9	25.9	25.8	15.6	15.7	18.7	20.5	15.4	19.7	23.8	16.0	15.9	17.7	12.3	14.0	24.1	18.0	20.7	27.1	16.2	17.0	25.146593	16.176498	65.63346	10.038894	34.681534	9.798267	24.687849	28.261377	27.768326	71.32185
Zfp54	zinc finger protein 54	57.65	48.25	64.45	35.15	45.1	50.25	47.5	54.55	74.8	42.65	69.6	45.75	97.3	46.45	49.9	50.5	32.7	59.75	37.95	32.45	92.45	45.9	22.7	8.834141	49.65899	60.818405	18.961353	58.4527	39.763832	106.2223	21.212866	66.32845	99.375435
Nat1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	138.5	111.9	168.7	202.2	152.1	213.0	181.8	62.7	92.0	53.8	116.9	139.6	212.3	94.3	125.1	195.5	210.7	201.3	218.4	132.6	104.4	126.5	114.3	73.00139	65.893875	65.23604	83.49604	62.20655	177.25916	69.669754	330.09796	263.76822	68.35137
Ap1m1	adaptor-related protein complex AP-1, mu subunit 1	734.05	903.3	949.5	1009.25	1038.75	1039.5	978.15	874.5	797.25	1003.75	848.7	991.4	824.55	1153.65	766.65	868.4	965.85	857.9	898.85	877.0	876.35	896.25	883.4	1089.423	755.54474	786.8181	1072.8696	1104.8298	1010.87354	920.6842	1000.02515	1151.4672	1138.3896
Cd82	CD82 antigen	494.6	496.46667	558.4667	508.23334	663.06665	492.86667	518.4	655.4	594.0333	595.4	499.16666	598.6667	237.56667	698.9	668.4	608.36664	599.13336	551.4	605.8333	385.9	465.06668	331.73334	633.06665	713.0324	451.2873	668.7376	442.87106	569.02875	476.56573	588.1345	822.9789	533.9563	604.272
4930566A11Rik	RIKEN cDNA 4930566A11 gene	80.4	81.9	66.0	49.7	65.0	52.0	46.9	58.8	58.1	51.6	52.8	72.4	53.2	53.6	51.9	63.3	53.8	64.9	17.8	52.5	77.6	51.5	60.4	61.75621	24.327885	55.77469	22.453203	101.85012	30.981092	40.94704	103.65425	25.328035	33.811005
Amac1	acyl-malonyl condensing enzyme 1	162.9	320.3	56.4	227.1	146.7	165.0	71.6	94.6	191.9	58.6	129.2	70.2	159.6	264.3	108.2	97.0	299.4	223.9	77.5	233.5	81.5	85.6	150.6	191.77986	122.73873	165.08514	91.081474	143.76064	190.41428	264.48788	122.19936	138.56816	206.89383
Guca2a	guanylate cyclase activator 2a (guanylin)	11.4	55.7	32.2	68.9	86.2	55.7	27.2	58.8	10.1	59.7	49.1	8.6	11.6	14.5	31.6	70.7	21.3	27.9	53.5	43.5	80.4	88.7	32.1	23.550692	18.11456	27.353144	27.625889	26.832005	18.08479	32.98983	33.067722	26.087	21.27999
Klk1b3	kallikrein 1-related peptidase b3	3.95	5.25	7.75	6.0	4.7	12.05	4.95	4.35	4.95	3.4	14.45	3.75	3.55	7.35	5.7	3.55	6.2	3.95	12.2	7.6	8.25	4.9	13.15	6.0855036	2.696074	4.7843943	5.7169604	6.601797	4.515858	7.16887	7.8912535	4.1920614	7.921811
Timm8a2	translocase of inner mitochondrial membrane 8 homolog a2 (yeast)	6.3	4.2	7.2	10.0	7.7	4.0	10.7	5.2	11.4	6.6	9.9	7.5	26.1	5.1	6.9	7.8	7.5	3.8	22.2	11.0	10.7	9.2	7.8	5.1535783	3.039023	2.249268	2.0977452	1.6173648	2.9466655	1.7195499	5.837234	11.372506	48.447186
1500005K14Rik	RIKEN cDNA 1500005K14 gene	206.2	221.4	203.1	171.3	182.5	175.4	149.3	220.8	220.9	203.3	244.6	145.4	173.8	213.6	159.4	143.1	225.6	201.2	219.9	209.7	243.1	192.4	213.7	365.56183	392.5865	527.5528	176.73012	242.46202	343.92508	69.2619	286.65884	81.90122	290.90915
1110038D17Rik	RIKEN cDNA 1110038D17 gene	843.0	863.65	896.95	918.35	947.6	1007.55	843.2	1110.3	1114.1	1088.2	1068.5	975.75	1116.1	1129.5	1099.65	801.8	965.95	776.7	889.75	1037.05	1018.15	1247.05	1060.8	1462.9689	934.05414	1065.6759	1492.2399	1424.5746	1008.003	991.11414	1039.0946	820.0984	890.87646
Tnfrsf17	tumor necrosis factor receptor superfamily, member 17	59.5	116.7	97.1	105.8	90.9	97.7	133.5	69.6	53.8	96.5	127.2	89.0	40.8	47.7	80.9	81.8	64.5	103.3	96.5	76.9	56.9	74.3	70.5	73.74817	66.273735	26.104937	21.485989	77.004944	82.360275	43.805397	176.35399	89.93763	86.33327
Pdrg1	p53 and DNA damage regulated 1	667.8	665.6	651.2	610.8	672.7	575.1	540.0	625.8	571.4	668.2	486.7	643.1	776.2	714.3	740.5	550.5	668.8	534.6	619.8	655.7	629.1	651.0	568.2	761.0213	689.7656	617.4616	627.5445	620.0685	917.5281	517.1889	730.3217	774.1973	632.4111
Smad6	MAD homolog 6 (Drosophila)	273.3	399.4	325.4	348.2	306.4	366.1	254.6	420.9	332.4	343.5	347.1	291.8	254.0	341.1	300.2	321.1	424.2	400.3	381.9	357.9	302.1	309.0	325.1	361.73212	407.37054	343.46054	315.5669	398.64005	284.8923	254.47731	385.57718	366.1088	300.73257
Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	76.0	49.1	51.8	79.3	55.8	84.9	128.4	113.4	177.8	53.8	152.6	190.3	133.2	163.0	152.8	185.1	55.7	131.4	109.0	142.0	58.7	39.2	112.8	98.40897	122.71138	86.78953	95.74487	111.54599	84.935905	82.67533	25.113766	39.656094	149.59125
Ftsj3	FtsJ homolog 3 (E. coli)	88.0	83.4	72.3	99.1	65.35	74.95	72.4	84.4	93.2	73.9	87.9	75.15	86.45	56.85	57.55	73.6	53.15	89.5	102.15	66.5	96.4	58.8	91.5	88.5077	42.200672	34.69499	50.055096	17.12764	194.30498	168.10597	178.29437	94.339935	25.133072
Ard1	N-acetyltransferase ARD1 homolog (S. cerevisiae)	135.4	104.0	139.6	128.1	197.85	133.35	131.7	144.75	156.5	156.45	181.25	196.8	104.3	120.4	165.0	142.4	149.2	142.45	170.95	132.75	166.6	122.4	127.2	82.200325	111.34448	181.00833	116.13489	65.35316	590.5126	544.9005	383.80466	280.07703	380.96954
Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	3592.1	3356.1	3276.6	3638.3	2923.0	2841.1	2600.7	3629.4	3363.5	3843.5	3607.2	4180.3	3242.6	2872.2	3657.4	3282.2	3154.1	3391.7	3335.7	4511.8	4078.3	3270.4	3944.3	1824.9064	1794.2083	1716.4407	1648.7374	1932.9121	5333.9595	3877.7214	3754.8125	2964.4453	3629.34
Lsg1	large subunit GTPase 1 homolog (S. cerevisiae)	205.2	212.2	226.7	269.4	211.8	253.1	252.3	228.5	237.7	211.7	202.3	216.0	221.9	272.7	263.7	270.0	264.9	284.4	273.8	237.9	151.7	226.5	185.9	220.95998	296.35513	252.48213	292.68756	257.69485	164.93698	236.96336	261.33673	170.52454	327.22354
Vegfc	vascular endothelial growth factor C	22.6	36.2	49.1	17.8	15.1	19.0	81.6	29.6	9.3	24.9	68.8	14.4	67.0	10.2	17.0	16.3	77.9	52.7	42.0	14.1	16.4	19.5	13.0	17.90622	42.480118	71.261055	9.270992	6.4280334	45.92903	8.247351	9.276258	15.645406	22.351358
1810030J14Rik	RIKEN cDNA 1810030J14 gene	127.5	83.7	23.1	65.4	102.5	75.2	93.9	50.3	50.0	65.6	38.6	97.2	44.2	60.7	58.6	52.0	31.7	84.3	67.7	83.4	62.5	50.1	93.6	61.823685	57.282635	40.825497	61.225163	28.678196	48.753952	78.75289	15.376199	100.638855	82.61752
